date,year,days_year,month,site,rh_max,rh_min,air_temp_avg,air_temp_max,air_temp_min,rain_tot,e_to_today,timestamp,record,air_temp_t_mx,air_temp_t_mn,dewpoint_temp_avg,dewpoint_temp_max,dewpoint_temp_min,mean_wind_speed,mean_wind_direction,std_dev_wind_dir,windspeed_gust_3s_max,windspeed_gust_3s_t_mx,wind_run_km,solar_mj_tot,sunshine_today,barometric_pressure_avg,barometric_pressure_max,barometric_pressure_min,logger_temp_avg,logger_temp_max,logger_temp_min,battery_volts_max,battery_volts_min
2025-08-19,2025,231,Aug,Winnefeld,99.5,35.45,17.55,28.09,9.1,0,3.525,2025-08-19 00:00:00,2184,NA,NA,11.3,15.63,8.98,0.652,60.61,32.64,4.95,NA,56.31,18.80477,3.356,0,0,0,20.3,31.13,9.81,14.02,12.67
2025-08-20,2025,232,Aug,Winnefeld,89.6,26.71,20.06,29.97,10.07,0,3.989,2025-08-20 00:00:00,2185,NA,NA,10.85,14.78,8.18,0.847,134.1,68.14,4.95,NA,70.12,20.45714,4.069,0,0,0,22.69,33.49,10.62,13.99,12.68
2025-08-21,2025,233,Aug,Winnefeld,97.5,49.7,16.81,23.51,11.71,0,2.896,2025-08-21 00:00:00,2186,NA,NA,12.18,14.89,10.48,1.23,5.572,24.48,6.2,NA,106.1,16.13137,3.156,0,0,0,19.27,27.95,12.68,13.99,12.68
2025-08-22,2025,234,Aug,Winnefeld,97.4,45.25,16.67,23.39,9.04,0,3.388,2025-08-22 00:00:00,2187,NA,NA,10.7,14.53,6.743,1.89,3.086,26.45,8.7,NA,163,16.86766,2.997,0,0,0,19.37,28.58,9.93,13.96,12.66
2025-08-23,2025,235,Aug,Winnefeld,93.3,50.64,12.95,17.23,8.21,0,1.408,2025-08-23 00:00:00,2188,NA,NA,8.51,10.65,6.246,0.971,265.7,22.01,6.2,NA,83.7,7.751515,1.156,0,0,0,14.96,20.62,8.73,13.99,12.64
2025-08-24,2025,236,Aug,Winnefeld,97.1,50.45,11.97,18.68,7.258,0,1.622,2025-08-24 00:00:00,2189,NA,NA,8.93,12.63,6.473,1.237,279.8,33.51,7.7,NA,106.7,9.03451,1.239,0,0,0,14.05,21.9,8.11,14,12.65
2025-08-25,2025,237,Aug,Winnefeld,99.6,40.66,11.72,20.82,5.33,0,2.04,2025-08-25 00:00:00,2190,NA,NA,7.261,11.45,5.124,0.522,293.8,33.92,5.45,NA,45.09,12.4046,1.972,0,0,0,14.12,25.23,5.973,14.19,12.6
2025-08-26,2025,238,Aug,Winnefeld,98.4,39.4,13.4,22.52,4.562,0,3.136,2025-08-26 00:00:00,2191,NA,NA,7.696,11.18,3.935,0.706,268.6,30.5,5.95,NA,60.81,18.82066,3.031,0,0,0,16.04,26.66,5.535,14.06,12.51
2025-08-26,2025,238,Aug,Winnefeld,91.5,89.2,9.18,9.38,9,0,-0.017,2025-08-26 00:00:00,2192,NA,NA,7.701,7.953,7.486,0,0,0,0,NA,0,2.295794e-5,0,0,0,0,9.92,10.16,9.65,12.78,12.69
2025-08-27,2025,239,Aug,Winnefeld,98.5,32.14,17.39,26.99,7.056,0,3.517,2025-08-27 00:00:00,2193,NA,NA,9.49,12.47,6.491,0.799,153.4,35.79,6.2,NA,69.02,17.82278,3.122,0,0,0,19.81,29.99,7.817,14.08,12.7
2025-08-28,2025,240,Aug,Winnefeld,98,39.62,20.39,28.17,14.7,5.4,3.338,2025-08-28 00:00:00,2194,NA,NA,13.65,17.39,9.06,1.124,200.9,25.49,10.7,NA,93,15.31175,2.617,0,0,0,23.06,31.77,15.71,13.9,12.73
2025-08-28,2025,240,Aug,Winnefeld,97.9,97.4,16.28,16.43,15.87,0,-0.013,2025-08-28 00:00:00,2195,NA,NA,15.92,16.12,15.48,0,0,0,0,NA,0,2.476519e-5,0,0,0,0,17.53,17.64,17.22,12.78,12.69
2025-08-29,2025,241,Aug,Winnefeld,99.2,74.88,17.74,21.72,14.77,0.2,NA,2025-08-29 00:00:00,2196,NA,NA,16.51,19.03,14.3,0.437,198.6,11.95,5.7,NA,37.73,NA,0.678,0,0,0,19.77,25.4,15.69,13.94,12.68
2025-08-30,2025,242,Aug,Winnefeld,99.3,48.74,17.41,24.47,14.48,2,2.297,2025-08-30 00:00:00,2197,NA,NA,13.79,18.49,11.15,0.929,174.8,34.72,6.95,NA,76.89,12.08234,1.722,0,0,0,19.47,27.19,15.74,13.92,12.6
2025-08-30,2025,242,Aug,Winnefeld,83,77.71,15.39,15.91,14.85,0,0.011,2025-08-30 00:00:00,2198,NA,NA,12.02,12.2,11.94,1.884,202.9,22.83,3.95,NA,6.626,2.070916e-5,0,0,0,0,16.33,16.64,15.87,12.82,12.73
2025-08-31,2025,243,Aug,Winnefeld,98.5,50.89,15.95,23.69,10.69,0,2.057,2025-08-31 00:00:00,2199,NA,NA,12.71,16.62,10.34,0.895,227.9,25.65,8.95,NA,77.35,11.39178,1.375,0,0,0,18.51,27.63,11.64,13.9,12.71
2025-09-01,2025,244,Sep,Winnefeld,99.8,53.48,17.43,24.88,9.66,0,2.165,2025-09-01 00:00:00,2200,NA,NA,13.44,16.43,9.47,1.028,176.4,24.5,7.95,NA,85.1,10.09434,1.311,0,0,0,19.86,27.76,10.58,13.99,12.69
2025-09-02,2025,245,Sep,Winnefeld,96.8,64.67,16.58,21.63,13.17,0,1.15,2025-09-02 00:00:00,2201,NA,NA,13.71,16.39,11.54,0.583,201.3,26.34,4.95,NA,50.29,6.52148,0.664,0,0,0,18.66,24.92,14.08,13.94,12.7
2025-09-03,2025,246,Sep,Winnefeld,99.2,46.29,16.14,22.61,10.12,0,2.215,2025-09-03 00:00:00,2202,NA,NA,11.89,15.61,8.78,0.752,216.1,20.48,7.45,NA,64.9,11.50278,1.842,0,0,0,18.64,26.09,11.02,14.03,12.66
2025-09-04,2025,247,Sep,Winnefeld,93.4,59.56,17.2,22.56,10.33,0,1.944,2025-09-04 00:00:00,2203,NA,NA,12.92,15.14,9.26,1.869,175.9,30.71,10.2,NA,161.2,8.012729,1.019,0,0,0,19.13,26.1,10.93,13.96,12.67
2025-09-04,2025,247,Sep,Winnefeld,86.6,80,16.58,17.59,15.78,0,-0.006,2025-09-04 00:00:00,2204,NA,NA,13.78,14.12,13.34,0.265,176.1,15.45,3.45,NA,0.932,2.645624e-5,0,0,0,0,17.27,17.65,16.97,12.81,12.71
2025-09-05,2025,248,Sep,Winnefeld,96.6,41.84,19.27,25.67,13.58,0.8,3.405,2025-09-05 00:00:00,2205,NA,NA,13.47,15.66,11.45,1.836,209,21.75,8.95,NA,158.5,13.77526,2.372,0,0,0,21.81,29.3,14.22,13.89,12.67
2025-09-06,2025,249,Sep,Winnefeld,97.3,47.82,15.69,22.05,9.61,2.8,2.4,2025-09-06 00:00:00,2206,NA,NA,11.89,15.05,8.7,1.402,256.3,23.29,7.95,NA,116,12.80534,2.208,0,0,0,18.35,25.84,10.28,13.98,12.67
2025-09-07,2025,250,Sep,Winnefeld,99.3,39.69,14.9,23.57,7.097,0,2.442,2025-09-07 00:00:00,2207,NA,NA,9.99,14.43,6.902,0.459,135.3,32.67,4.2,NA,39.61,13.33741,2.411,0,0,0,17.28,26.75,8.09,14.05,12.63
2025-09-07,2025,250,Sep,Winnefeld,81.3,77.9,13.62,13.8,13.39,0,-0.01,2025-09-07 00:00:00,2208,NA,NA,10.18,10.28,10,0.036,108.4,3.154,1.95,NA,0.125,2.475804e-5,0,0,0,0,14.25,14.34,14.03,12.79,12.68
2025-09-08,2025,251,Sep,Winnefeld,87.3,40.18,17.28,24.67,11.98,0,3.052,2025-09-08 00:00:00,2209,NA,NA,10.47,13.66,8.64,1.784,113.5,23.14,8.7,NA,154.1,12.36064,2.172,0,0,0,19.24,27.21,12.4,13.93,12.65
2025-09-09,2025,252,Sep,Winnefeld,92.2,49.31,17.32,22.88,10.62,0,2.053,2025-09-09 00:00:00,2210,NA,NA,11.79,14.95,8.16,0.96,116.7,32.1,6.2,NA,79.46,9.125345,1.408,0,0,0,19.65,26.66,11,13.99,12.67
2025-09-10,2025,253,Sep,Winnefeld,97.8,55.81,15.79,21.51,10.87,0.2,1.555,2025-09-10 00:00:00,2211,NA,NA,12.87,15.13,9.67,0.445,97.3,22.01,6.7,NA,38.42,7.61346,1.142,0,0,0,17.83,25.03,11.53,13.99,12.65
2025-09-10,2025,253,Sep,Winnefeld,98,97.7,14,14.32,13.79,0,0,2025-09-10 00:00:00,2212,NA,NA,13.67,13.98,13.45,0,0,0,0,NA,0,2.852984e-5,0,0,0,0,15.21,15.47,14.97,12.8,12.69
2025-09-11,2025,254,Sep,Winnefeld,98.9,79.34,13.48,16.46,9.68,0.2,0.924,2025-09-11 00:00:00,2213,NA,NA,12.41,15.06,9.37,0,0,0,0,NA,0,5.522707,0.592,0,0,0,15.5,20.38,10.46,14.03,12.65
2025-09-12,2025,255,Sep,Winnefeld,99.4,59.35,12.9,18.1,9.26,4.4,1.05,2025-09-12 00:00:00,2214,NA,NA,11.66,15.01,9.07,0.628,229.6,16.12,7.95,NA,52.02,6.399738,0.772,0,0,0,14.88,21.36,9.87,14.14,12.66
2025-09-13,2025,256,Sep,Winnefeld,98.6,65.25,12.49,16.48,8.15,3.2,1.009,2025-09-13 00:00:00,2215,NA,NA,10.71,13,7.817,1.173,213.8,20.61,9.95,NA,101.2,5.151021,0.464,0,0,0,14.66,19.68,8.97,13.99,12.59
2025-09-14,2025,257,Sep,Winnefeld,98.6,68.41,12.34,19.59,7.37,4.6,0.721,2025-09-14 00:00:00,2216,NA,NA,10.69,15.29,7.09,0.594,169.4,25.44,8.7,NA,51.26,3.842936,0.278,0,0,0,14.03,22.46,7.824,14.12,12.58
2025-09-15,2025,258,Sep,Winnefeld,97.5,54.63,12.83,18.53,9.42,0.4,1.081,2025-09-15 00:00:00,2217,NA,NA,10.16,12.12,8.33,1.359,233,26.98,6.7,NA,117,5.140445,0.483,0,0,0,15.13,22.28,10.46,13.95,12.56
2025-09-15,2025,258,Sep,Winnefeld,92.8,88.3,11.76,11.93,11.65,0,-0.001,2025-09-15 00:00:00,2218,NA,NA,10.42,10.73,10.01,0.005,87.5,0.073,2.2,NA,0.018,2.835108e-5,0,0,0,0,12.55,12.69,12.45,12.8,12.71
2025-09-16,2025,259,Sep,Winnefeld,97.5,49.52,15.92,19.77,11.87,8.6,2.11,2025-09-16 00:00:00,2219,NA,NA,11.6,16.64,7.6,3.563,231.6,29.31,14.7,NA,307.9,6.788944,0.656,0,0,0,17.88,23.37,12.59,13.84,12.72
2025-09-17,2025,260,Sep,Winnefeld,96.1,53.95,13.07,16.58,10.11,0.8,1.606,2025-09-17 00:00:00,2220,NA,NA,9.22,11,6.559,4.006,240.7,23.29,13.2,NA,331.9,4.741115,0.475,0,0,0,14.78,19.55,10.77,13.93,12.69
2025-09-18,2025,261,Sep,Winnefeld,97.3,67.51,12.79,15.72,10.2,0.2,1.017,2025-09-18 00:00:00,2221,NA,NA,10.38,12.72,9.31,1.839,228.6,27.59,8.2,NA,158.6,3.926893,0.294,0,0,0,14.51,19.24,10.79,13.95,12.6
2025-09-18,2025,261,Sep,Winnefeld,97.4,97.1,12.37,12.47,12.32,0,0.001,2025-09-18 00:00:00,2222,NA,NA,11.97,12.06,11.92,0.165,312.6,18.27,1.45,NA,0.582,2.482418e-5,0,0,0,0,13.43,13.54,12.87,12.8,12.7
2025-09-19,2025,262,Sep,Winnefeld,97.2,70.59,16.34,21.54,12.44,0.2,NA,2025-09-19 00:00:00,2223,NA,NA,14.29,17.27,12,1.553,240.6,28.56,7.95,NA,134.1,NA,0.456,0,0,0,18.15,25.66,13.48,13.97,12.64
